"","fips","NEVER","RARELY","SOMETIMES","FREQUENTLY","ALWAYS"
"2616",48185,0.025,0.047,0.04,0.348,0.54
"2617",48187,0.027,0.022,0.032,0.125,0.794
"2618",48189,0.066,0.058,0.028,0.239,0.609
"2619",48191,0.179,0.065,0.19,0.157,0.41
"2620",48193,0.019,0.085,0.137,0.267,0.493
"2621",48195,0.136,0.076,0.126,0.234,0.428
"2622",48197,0.042,0.116,0.237,0.223,0.381
"2623",48199,0.021,0.054,0.102,0.187,0.636
"2624",48201,0.019,0.024,0.069,0.152,0.736
"2625",48203,0.086,0.037,0.088,0.19,0.599
"2626",48205,0.1,0.07,0.116,0.28,0.434
"2627",48207,0.087,0.128,0.137,0.209,0.439
"2628",48209,0,0.007,0.022,0.115,0.855
"2629",48211,0.189,0.125,0.139,0.138,0.409
"2630",48213,0.043,0.072,0.127,0.197,0.56
"2631",48215,0.055,0.003,0.033,0.084,0.826
"2632",48217,0.047,0.083,0.029,0.242,0.599
"2633",48219,0.031,0.072,0.06,0.237,0.6
"2634",48221,0.009,0.122,0.135,0.124,0.61
"2635",48223,0.054,0.026,0.062,0.369,0.488
"2636",48225,0.182,0.09,0.104,0.15,0.474
"2637",48227,0.063,0.063,0.061,0.218,0.596
"2638",48229,0.013,0.003,0.076,0.029,0.88
"2639",48231,0.069,0.072,0.082,0.285,0.492
"2640",48233,0.112,0.064,0.128,0.249,0.447
"2641",48235,0.009,0.047,0.058,0.276,0.61
"2642",48237,0.009,0.018,0.012,0.37,0.592
"2643",48239,0.02,0.062,0.146,0.075,0.696
"2644",48241,0.04,0.055,0.068,0.125,0.712
"2645",48243,0.009,0.005,0.038,0.186,0.763
"2646",48245,0.036,0.075,0.11,0.171,0.608
"2647",48247,0.071,0.003,0.079,0.099,0.748
"2648",48249,0.057,0.007,0.137,0.051,0.748
"2649",48251,0.024,0.079,0.056,0.199,0.642
"2650",48253,0.064,0.079,0.121,0.193,0.543
"2651",48255,0,0.001,0.104,0.145,0.75
"2652",48257,0.063,0.058,0.041,0.155,0.682
"2653",48259,0.002,0.059,0.076,0.158,0.705
"2654",48261,0.04,0.01,0.08,0.098,0.772
"2655",48263,0.069,0.168,0.172,0.167,0.424
"2656",48265,0.059,0.149,0.167,0.154,0.472
"2657",48267,0.036,0.126,0.165,0.207,0.466
"2658",48269,0.065,0.108,0.177,0.254,0.397
"2659",48271,0.004,0.059,0.121,0.084,0.733
"2660",48273,0.063,0.015,0.075,0.121,0.726
"2661",48275,0.063,0.105,0.184,0.145,0.502
"2662",48277,0.054,0.095,0.135,0.238,0.478
"2663",48279,0.038,0.065,0.046,0.255,0.597
"2664",48281,0.024,0.019,0.077,0.233,0.648
"2665",48283,0.152,0.002,0.083,0.097,0.667
"2666",48285,0.008,0.029,0.114,0.114,0.736
"2667",48287,0.035,0.122,0.148,0.142,0.553
"2668",48289,0.089,0.078,0.111,0.192,0.531
"2669",48291,0.019,0.034,0.114,0.182,0.65
"2670",48293,0.005,0.086,0.061,0.087,0.762
"2671",48295,0.147,0.143,0.099,0.195,0.415
"2672",48297,0.005,0.003,0.081,0.189,0.722
"2673",48299,0.08,0.036,0.056,0.214,0.615
"2674",48301,0.109,0.047,0.081,0.221,0.543
"2675",48303,0.031,0.072,0.056,0.232,0.61
"2676",48305,0.032,0.068,0.054,0.222,0.624
"2677",48307,0.031,0.053,0.09,0.34,0.486
"2678",48309,0.022,0.049,0.046,0.161,0.721
"2679",48311,0.043,0.002,0.21,0.203,0.542
"2680",48313,0.065,0.032,0.097,0.337,0.469
"2681",48315,0.076,0.067,0.118,0.211,0.528
"2682",48317,0.075,0.043,0.056,0.235,0.591
"2683",48319,0.043,0.091,0.163,0.247,0.456
"2684",48321,0.004,0.051,0.113,0.161,0.67
"2685",48323,0.005,0.091,0.129,0.13,0.645
"2686",48325,0.006,0.017,0.07,0.155,0.753
"2687",48327,0.013,0.048,0.088,0.289,0.562
"2688",48329,0.083,0.044,0.066,0.219,0.588
"2689",48331,0.006,0.019,0.07,0.228,0.679
"2690",48333,0.041,0.117,0.062,0.261,0.518
"2691",48335,0.168,0.131,0.087,0.126,0.489
"2692",48337,0.041,0.08,0.129,0.22,0.529
"2693",48339,0.031,0.073,0.061,0.145,0.69
"2694",48341,0.101,0.064,0.123,0.27,0.441
"2695",48343,0.038,0.116,0.21,0.176,0.46
"2696",48345,0.067,0.053,0.084,0.206,0.591
"2697",48347,0.094,0.06,0.097,0.221,0.528
"2698",48349,0.006,0.024,0.114,0.217,0.639
"2699",48351,0.057,0.049,0.11,0.152,0.631
"2700",48353,0.09,0.072,0.108,0.187,0.544
"2701",48355,0.024,0.034,0.028,0.079,0.835
"2702",48357,0.15,0.104,0.105,0.201,0.439
"2703",48359,0.084,0.065,0.109,0.278,0.464
"2704",48361,0.051,0.07,0.105,0.157,0.618
"2705",48363,0.027,0.023,0.029,0.181,0.74
"2706",48365,0.027,0.033,0.211,0.281,0.448
"2707",48367,0.02,0.048,0.055,0.206,0.671
"2708",48369,0.033,0.081,0.089,0.277,0.521
"2709",48371,0.05,0.051,0.15,0.197,0.551
"2710",48373,0.016,0.099,0.052,0.144,0.689
"2711",48375,0.067,0.063,0.113,0.272,0.485
"2712",48377,0.003,0.003,0.032,0.174,0.789
"2713",48379,0.143,0.062,0.038,0.245,0.512
"2714",48381,0.063,0.063,0.109,0.274,0.491
"2715",48383,0.058,0.061,0.064,0.237,0.58
"2716",48385,0.03,0.065,0.164,0.187,0.554
"2717",48387,0.059,0.136,0.098,0.254,0.452
"2718",48389,0.07,0.04,0.086,0.204,0.6
"2719",48391,0.002,0.011,0.235,0.073,0.678
"2720",48393,0.16,0.074,0.133,0.205,0.427
"2721",48395,0.014,0.041,0.055,0.334,0.555
"2722",48397,0.033,0.041,0.101,0.18,0.645
"2723",48399,0.033,0.039,0.104,0.228,0.596
"2724",48401,0.038,0.04,0.101,0.331,0.491
"2725",48403,0.105,0.046,0.103,0.15,0.596
"2726",48405,0.096,0.033,0.07,0.222,0.58
"2727",48407,0.009,0.064,0.082,0.112,0.733
"2728",48409,0.015,0.02,0.053,0.074,0.838
"2729",48411,0.026,0.101,0.099,0.255,0.519
"2730",48413,0.002,0.029,0.054,0.271,0.644
"2731",48415,0.143,0.177,0.127,0.09,0.463
"2732",48417,0.061,0.099,0.14,0.183,0.518
"2733",48419,0.025,0.035,0.117,0.369,0.453
"2734",48421,0.125,0.073,0.129,0.267,0.406
"2735",48423,0.108,0.091,0.104,0.168,0.529
"2736",48425,0.027,0.161,0.133,0.201,0.477
"2737",48427,0.039,0.008,0.023,0.1,0.831
"2738",48429,0.058,0.149,0.221,0.127,0.445
"2739",48431,0.032,0.077,0.067,0.252,0.572
"2740",48433,0.084,0.122,0.12,0.224,0.449
"2741",48435,0.009,0.042,0.08,0.209,0.659
"2742",48437,0.084,0.075,0.053,0.255,0.532
"2743",48439,0.023,0.034,0.077,0.144,0.722
"2744",48441,0.054,0.059,0.12,0.191,0.575
"2745",48443,0.021,0.061,0.167,0.154,0.597
"2746",48445,0.034,0.066,0.061,0.226,0.613
"2747",48447,0.073,0.135,0.172,0.118,0.501
"2748",48449,0.019,0.117,0.191,0.264,0.409
"2749",48451,0.007,0.038,0.071,0.271,0.613
"2750",48453,0.015,0.008,0.024,0.158,0.795
"2751",48455,0.052,0.077,0.065,0.181,0.625
"2752",48457,0.021,0.066,0.054,0.155,0.703
"2753",48459,0.051,0.076,0.104,0.179,0.59
"2754",48461,0.077,0.058,0.088,0.21,0.567
"2755",48463,0.014,0.022,0.136,0.081,0.747
"2756",48465,0.003,0.05,0.09,0.072,0.784
"2757",48467,0.138,0.143,0.151,0.161,0.407
"2758",48469,0.008,0.039,0.138,0.058,0.757
"2759",48471,0.029,0.058,0.079,0.179,0.655
"2760",48473,0.016,0.06,0.07,0.236,0.618
"2761",48475,0.08,0.052,0.094,0.197,0.577
"2762",48477,0.02,0.031,0.087,0.328,0.534
"2763",48479,0.033,0,0.064,0.136,0.767
"2764",48481,0.011,0.072,0.076,0.216,0.625
"2765",48483,0.23,0.139,0.158,0.126,0.346
"2766",48485,0.073,0.046,0.096,0.092,0.692
"2767",48487,0.046,0.081,0.171,0.168,0.535
"2768",48489,0.034,0.015,0.067,0.064,0.82
"2769",48491,0.016,0.033,0.065,0.177,0.708
"2770",48493,0,0.003,0.072,0.208,0.716
"2771",48495,0.087,0.05,0.086,0.196,0.581
"2772",48497,0.008,0.127,0.046,0.17,0.649
"2773",48499,0.046,0.073,0.071,0.283,0.526
"2774",48501,0.084,0.035,0.065,0.254,0.561
"2775",48503,0.062,0.063,0.086,0.144,0.645
"2776",48505,0.047,0.001,0.035,0.138,0.779
"2777",48507,0.036,0.075,0.115,0.138,0.635
"2778",49001,0.099,0.026,0.271,0.283,0.32
"2779",49003,0.084,0.116,0.111,0.27,0.419
"2780",49005,0.09,0.108,0.08,0.31,0.411
"2781",49007,0.107,0.134,0.114,0.293,0.353
"2782",49009,0.091,0.296,0.102,0.33,0.181
"2783",49011,0.035,0.055,0.077,0.314,0.518
"2784",49013,0.051,0.259,0.033,0.469,0.188
"2785",49015,0.122,0.109,0.106,0.239,0.424
"2786",49017,0.062,0.056,0.232,0.264,0.386
"2787",49019,0.056,0.111,0.098,0.176,0.558
"2788",49021,0.065,0.036,0.22,0.262,0.417
"2789",49023,0.335,0.023,0.079,0.193,0.369
"2790",49025,0.061,0.041,0.226,0.227,0.445
"2791",49027,0.432,0.023,0.088,0.171,0.286
"2792",49029,0.092,0.155,0.053,0.37,0.33
"2793",49031,0.097,0.061,0.266,0.3,0.276
"2794",49033,0.077,0.113,0.062,0.327,0.421
"2795",49035,0.028,0.032,0.094,0.202,0.644
"2796",49037,0.04,0.064,0.042,0.21,0.644
"2797",49039,0.107,0.043,0.104,0.273,0.473
"2798",49041,0.152,0.096,0.171,0.3,0.282
"2799",49043,0.018,0.1,0.054,0.177,0.651
"2800",49045,0.002,0.114,0.141,0.212,0.532
"2801",49047,0.121,0.269,0.046,0.389,0.175
"2802",49049,0.068,0.035,0.195,0.244,0.458
"2803",49051,0.039,0.063,0.056,0.254,0.588
"2804",49053,0.034,0.056,0.123,0.269,0.518
"2805",49055,0.068,0.129,0.114,0.269,0.42
"2806",49057,0.066,0.089,0.072,0.287,0.486
"2807",50001,0.029,0.045,0.086,0.139,0.702
"2808",50003,0.028,0.058,0.061,0.084,0.77
"2809",50005,0.076,0.121,0.078,0.154,0.57
"2810",50007,0.031,0.07,0.065,0.115,0.718
"2811",50009,0.054,0.075,0.083,0.158,0.631
"2812",50011,0.042,0.058,0.056,0.134,0.71
"2813",50013,0.031,0.039,0.088,0.113,0.729
"2814",50015,0.027,0.181,0.062,0.141,0.59
"2815",50017,0.029,0.095,0.073,0.107,0.696
"2816",50019,0.07,0.174,0.061,0.149,0.546
"2817",50021,0.031,0.037,0.088,0.205,0.639
"2818",50023,0.051,0.19,0.104,0.05,0.604
"2819",50025,0.075,0.031,0.035,0.151,0.708
"2820",50027,0.061,0.055,0.03,0.227,0.627
"2821",51001,0.001,0.019,0.055,0.1,0.824
"2822",51003,0.023,0.022,0.054,0.093,0.81
"2823",51005,0.145,0.034,0.123,0.174,0.525
"2824",51007,0.013,0.069,0.116,0.13,0.672
"2825",51009,0.064,0.033,0.074,0.204,0.625
"2826",51011,0.063,0.018,0.105,0.204,0.61
"2827",51013,0.01,0.018,0.035,0.187,0.75
"2828",51015,0.029,0.037,0.061,0.173,0.701
"2829",51017,0.099,0.045,0.121,0.165,0.57
"2830",51019,0.052,0.09,0.115,0.248,0.495
"2831",51021,0.081,0.114,0.2,0.166,0.44
"2832",51023,0.043,0.079,0.106,0.221,0.551
"2833",51025,0.006,0.003,0.158,0.145,0.688
"2834",51027,0.037,0.099,0.219,0.181,0.463
"2835",51029,0.02,0.01,0.124,0.132,0.714
"2836",51031,0.07,0.04,0.083,0.222,0.585
"2837",51033,0.047,0.032,0.031,0.14,0.75
"2838",51035,0.064,0.073,0.084,0.285,0.496
"2839",51036,0.017,0.02,0.103,0.177,0.683
"2840",51037,0.084,0.025,0.148,0.133,0.61
"2841",51041,0.026,0.03,0.08,0.216,0.649
"2842",51043,0.013,0.036,0.057,0.154,0.74
"2843",51045,0.017,0.022,0.148,0.182,0.632
"2844",51047,0.053,0.068,0.013,0.213,0.653
"2845",51049,0.012,0.055,0.098,0.137,0.699
"2846",51051,0.031,0.129,0.129,0.182,0.528
"2847",51053,0.022,0.016,0.104,0.193,0.664
"2848",51057,0.016,0.081,0.181,0.16,0.563
"2849",51059,0.018,0.016,0.054,0.163,0.748
"2850",51061,0.04,0.013,0.042,0.133,0.772
"2851",51063,0.079,0.063,0.092,0.256,0.51
"2852",51065,0.037,0.014,0.077,0.1,0.772
"2853",51067,0.074,0.098,0.069,0.189,0.57
"2854",51069,0.026,0.048,0.048,0.264,0.614
"2855",51071,0.066,0.09,0.14,0.137,0.567
"2856",51073,0.003,0.004,0.035,0.234,0.724
"2857",51075,0.034,0.043,0.065,0.097,0.761
"2858",51077,0.141,0.065,0.07,0.196,0.527
"2859",51079,0.011,0.038,0.052,0.153,0.747
"2860",51081,0.014,0.002,0.145,0.158,0.681
"2861",51083,0.092,0.028,0.072,0.165,0.643
"2862",51085,0.043,0.052,0.087,0.25,0.568
"2863",51087,0.04,0.037,0.071,0.191,0.662
"2864",51089,0.063,0.085,0.132,0.154,0.566
"2865",51091,0.059,0.041,0.103,0.197,0.599
"2866",51093,0.039,0.055,0.059,0.277,0.569
"2867",51095,0.006,0.008,0.005,0.231,0.75
"2868",51097,0.007,0.041,0.149,0.191,0.612
"2869",51099,0.151,0.044,0.086,0.053,0.666
"2870",51101,0.012,0.072,0.201,0.169,0.546
"2871",51103,0.001,0.022,0.121,0.178,0.678
"2872",51105,0.107,0.135,0.072,0.104,0.582
"2873",51107,0.014,0.012,0.038,0.173,0.763
"2874",51109,0.025,0.045,0.036,0.146,0.748
"2875",51111,0.068,0.006,0.134,0.143,0.649
"2876",51113,0.017,0.097,0.064,0.154,0.668
"2877",51115,0.001,0.001,0.049,0.19,0.76
"2878",51117,0.063,0.022,0.128,0.14,0.648
"2879",51119,0.001,0.004,0.103,0.237,0.654
"2880",51121,0.056,0.042,0.09,0.171,0.64
"2881",51125,0.011,0.015,0.106,0.167,0.701
"2882",51127,0.008,0.035,0.079,0.17,0.708
"2883",51131,0.001,0.037,0.089,0.112,0.761
"2884",51133,0.017,0.038,0.095,0.141,0.71
"2885",51135,0.044,0.014,0.099,0.182,0.661
"2886",51137,0.033,0.132,0.038,0.153,0.643
"2887",51139,0.025,0.052,0.237,0.166,0.52
"2888",51141,0.042,0.098,0.166,0.203,0.491
"2889",51143,0.106,0.045,0.147,0.135,0.567
"2890",51145,0.012,0.092,0.074,0.162,0.66
"2891",51147,0.059,0.009,0.138,0.154,0.64
"2892",51149,0.033,0.033,0.127,0.189,0.619
"2893",51153,0.047,0.027,0.055,0.11,0.761
"2894",51155,0.083,0.055,0.166,0.173,0.523
"2895",51157,0.023,0.019,0.077,0.164,0.717
"2896",51159,0.015,0.07,0.109,0.167,0.64
"2897",51161,0.065,0.045,0.077,0.205,0.607
"2898",51163,0.015,0.112,0.068,0.13,0.675
"2899",51165,0.034,0.062,0.139,0.212,0.553
"2900",51167,0.082,0.137,0.212,0.24,0.329
"2901",51169,0.074,0.124,0.121,0.157,0.523
"2902",51171,0.023,0.039,0.136,0.288,0.514
"2903",51173,0.087,0.079,0.237,0.182,0.415
"2904",51175,0.019,0.013,0.063,0.216,0.69
"2905",51177,0.05,0.019,0.03,0.115,0.785
"2906",51179,0.045,0.035,0.097,0.095,0.728
"2907",51181,0.006,0.021,0.003,0.249,0.721
"2908",51183,0.012,0.012,0.06,0.218,0.698
"2909",51185,0.062,0.104,0.264,0.16,0.41
"2910",51187,0.027,0.017,0.088,0.2,0.669
"2911",51191,0.123,0.099,0.144,0.266,0.368
"2912",51193,0.079,0.036,0.127,0.127,0.631
"2913",51195,0.025,0.075,0.099,0.158,0.643
"2914",51197,0.096,0.075,0.172,0.21,0.447
"2915",51199,0.006,0.021,0.024,0.162,0.786
"2916",51510,0.032,0.02,0.065,0.17,0.712
"2917",51520,0.174,0.125,0.075,0.273,0.352
"2918",51530,0.018,0.15,0.068,0.125,0.639
"2919",51540,0.023,0.019,0.05,0.075,0.833
"2920",51550,0.018,0.025,0.095,0.182,0.68
"2921",51570,0.044,0.045,0.126,0.177,0.608
"2922",51580,0.184,0.017,0.133,0.188,0.478
"2923",51590,0.087,0.043,0.209,0.127,0.534
"2924",51595,0.015,0.001,0.148,0.148,0.687
"2925",51600,0.025,0.015,0.075,0.173,0.712
"2926",51610,0.007,0.033,0.038,0.158,0.765
"2927",51620,0.01,0.027,0.115,0.192,0.656
"2928",51630,0.038,0.007,0.034,0.136,0.784
"2929",51640,0.071,0.086,0.049,0.243,0.551
"2930",51650,0.008,0.025,0.078,0.118,0.771
"2931",51660,0.029,0.066,0.129,0.205,0.571
"2932",51670,0.038,0.038,0.149,0.187,0.588
"2933",51678,0.01,0.146,0.059,0.121,0.663
"2934",51680,0.07,0.031,0.073,0.222,0.603
"2935",51683,0.033,0.023,0.027,0.175,0.742
"2936",51685,0.071,0.025,0.017,0.167,0.72
"2937",51690,0.063,0.076,0.134,0.163,0.564
"2938",51700,0.01,0.038,0.035,0.145,0.772
"2939",51710,0.004,0.03,0.087,0.215,0.664
"2940",51720,0.017,0.056,0.085,0.155,0.687
"2941",51730,0.034,0.033,0.116,0.177,0.64
"2942",51735,0.004,0.014,0.073,0.219,0.69
"2943",51740,0,0.019,0.122,0.225,0.634
"2944",51750,0.075,0.045,0.11,0.177,0.593
"2945",51760,0.06,0.031,0.092,0.275,0.541
"2946",51770,0.07,0.05,0.088,0.212,0.58
"2947",51775,0.064,0.039,0.068,0.199,0.63
"2948",51790,0.027,0.039,0.057,0.158,0.718
"2949",51800,0.007,0.048,0.171,0.208,0.565
"2950",51810,0.017,0.041,0.062,0.202,0.678
"2951",51820,0.027,0.028,0.049,0.186,0.71
"2952",51830,0.005,0.009,0.001,0.249,0.737
"2953",51840,0.025,0.056,0.032,0.277,0.611
"2954",53001,0.077,0.051,0.072,0.076,0.724
"2955",53003,0.014,0.029,0.115,0.32,0.522
"2956",53005,0.084,0.011,0.064,0.08,0.761
"2957",53007,0.062,0.048,0.029,0.297,0.564
"2958",53009,0.001,0,0.028,0.225,0.746
"2959",53011,0.02,0.021,0.048,0.17,0.741
"2960",53013,0.08,0.031,0.079,0.223,0.586
"2961",53015,0.041,0.02,0.098,0.216,0.625
"2962",53017,0.067,0.047,0.042,0.271,0.573
"2963",53019,0.082,0.066,0.082,0.204,0.565
"2964",53021,0.106,0.013,0.059,0.069,0.753
"2965",53023,0.031,0.029,0.085,0.292,0.563
"2966",53025,0.032,0.052,0.108,0.146,0.661
"2967",53027,0.03,0.009,0.087,0.213,0.662
"2968",53029,0.015,0.009,0.066,0.15,0.759
"2969",53031,0.011,0,0.064,0.171,0.754
"2970",53033,0.016,0.02,0.05,0.191,0.724
"2971",53035,0.024,0.003,0.051,0.136,0.786
"2972",53037,0.032,0.084,0.033,0.179,0.672
"2973",53039,0.038,0.029,0.113,0.288,0.532
"2974",53041,0.033,0.112,0.128,0.111,0.616
"2975",53043,0.017,0.086,0.023,0.108,0.765
"2976",53045,0.011,0.024,0.091,0.152,0.721
"2977",53047,0.042,0.066,0.075,0.199,0.617
"2978",53049,0.082,0.016,0.128,0.063,0.712
"2979",53051,0.027,0.122,0.052,0.212,0.587
"2980",53053,0.028,0.057,0.103,0.206,0.606
"2981",53055,0.015,0.004,0.021,0.229,0.73
"2982",53057,0.035,0.097,0.037,0.177,0.653
"2983",53059,0.019,0.048,0.092,0.08,0.76
"2984",53061,0.017,0.014,0.056,0.191,0.721
"2985",53063,0.033,0.057,0.08,0.151,0.679
"2986",53065,0.05,0.039,0.069,0.257,0.585
"2987",53067,0.022,0.051,0.109,0.132,0.685
"2988",53069,0.045,0.057,0.079,0.161,0.658
"2989",53071,0.083,0.022,0.061,0.193,0.641
"2990",53073,0.042,0.028,0.061,0.122,0.747
"2991",53075,0.002,0.009,0.049,0.31,0.629
"2992",53077,0.012,0.035,0.069,0.143,0.74
"2993",54001,0.092,0.031,0.071,0.287,0.519
"2994",54003,0.065,0.049,0.196,0.166,0.524
"2995",54005,0.097,0.138,0.093,0.197,0.475
"2996",54007,0.102,0.131,0.167,0.202,0.398
"2997",54009,0.067,0.11,0.195,0.192,0.436
"2998",54011,0.092,0.09,0.154,0.186,0.476
"2999",54013,0.085,0.07,0.227,0.21,0.408
"3000",54015,0.098,0.097,0.162,0.152,0.491
"3001",54017,0.187,0.011,0.075,0.307,0.42
"3002",54019,0.14,0.088,0.226,0.137,0.409
"3003",54021,0.141,0.076,0.144,0.236,0.403
"3004",54023,0.1,0.232,0.067,0.193,0.407
"3005",54025,0.07,0.03,0.113,0.233,0.554
"3006",54027,0.021,0.035,0.088,0.236,0.619
"3007",54029,0.072,0.128,0.151,0.19,0.459
"3008",54031,0.039,0.152,0.103,0.23,0.476
"3009",54033,0.132,0.021,0.071,0.319,0.457
"3010",54035,0.111,0.055,0.097,0.216,0.522
"3011",54037,0.041,0.038,0.2,0.169,0.552
"3012",54039,0.145,0.039,0.064,0.147,0.605
"3013",54041,0.161,0.029,0.068,0.288,0.454
"3014",54043,0.091,0.077,0.164,0.167,0.501
"3015",54045,0.082,0.11,0.116,0.247,0.445
"3016",54047,0.07,0.095,0.189,0.226,0.42
"3017",54049,0.069,0.06,0.111,0.281,0.479
"3018",54051,0.075,0.095,0.077,0.256,0.497
"3019",54053,0.081,0.095,0.195,0.149,0.481
"3020",54055,0.076,0.152,0.174,0.103,0.495
"3021",54057,0.033,0.016,0.042,0.234,0.674
"3022",54059,0.084,0.093,0.093,0.172,0.558
"3023",54061,0.046,0.077,0.139,0.221,0.517
"3024",54063,0.048,0.063,0.116,0.14,0.634
"3025",54065,0.025,0.085,0.169,0.258,0.463
"3026",54067,0.06,0.088,0.166,0.143,0.542
"3027",54069,0.108,0.068,0.092,0.243,0.49
"3028",54071,0.06,0.142,0.128,0.214,0.456
"3029",54073,0.088,0.108,0.17,0.287,0.346
"3030",54075,0.075,0.03,0.17,0.227,0.499
"3031",54077,0.057,0.028,0.087,0.247,0.58
"3032",54079,0.087,0.048,0.088,0.184,0.593
"3033",54081,0.087,0.083,0.257,0.148,0.426
"3034",54083,0.098,0.05,0.14,0.265,0.447
"3035",54085,0.141,0.059,0.183,0.262,0.356
"3036",54087,0.082,0.024,0.191,0.21,0.493
"3037",54089,0.053,0.104,0.166,0.111,0.567
"3038",54091,0.072,0.032,0.092,0.288,0.517
"3039",54093,0.108,0.087,0.048,0.292,0.465
"3040",54095,0.083,0.056,0.137,0.272,0.452
"3041",54097,0.131,0.039,0.077,0.278,0.475
"3042",54099,0.111,0.119,0.186,0.162,0.423
"3043",54101,0.065,0.083,0.163,0.211,0.479
"3044",54103,0.051,0.067,0.081,0.279,0.521
"3045",54105,0.112,0.059,0.219,0.222,0.389
"3046",54107,0.094,0.099,0.149,0.277,0.381
"3047",54109,0.073,0.098,0.176,0.245,0.408
"3048",55001,0.163,0.189,0.227,0.213,0.208
"3049",55003,0.078,0.038,0.118,0.363,0.403
"3050",55005,0.138,0.163,0.07,0.259,0.37
"3051",55007,0.067,0.039,0.107,0.392,0.395
"3052",55009,0.069,0.053,0.184,0.208,0.486
"3053",55011,0.039,0.106,0.172,0.269,0.414
"3054",55013,0.097,0.163,0.082,0.236,0.422
"3055",55015,0.064,0.1,0.141,0.33,0.365
"3056",55017,0.059,0.098,0.184,0.246,0.414
"3057",55019,0.162,0.149,0.158,0.146,0.384
"3058",55021,0.035,0.073,0.082,0.222,0.589
"3059",55023,0.202,0.033,0.11,0.158,0.497
"3060",55025,0.017,0.02,0.092,0.23,0.641
"3061",55027,0.11,0.138,0.166,0.2,0.386
"3062",55029,0.021,0.03,0.059,0.264,0.627
"3063",55031,0.044,0.042,0.092,0.327,0.495
"3064",55033,0.062,0.076,0.179,0.266,0.417
"3065",55035,0.042,0.076,0.203,0.255,0.424
"3066",55037,0.053,0.073,0.143,0.238,0.494
"3067",55039,0.121,0.155,0.158,0.244,0.322
"3068",55041,0.085,0.053,0.162,0.215,0.484
"3069",55043,0.103,0.102,0.18,0.166,0.449
"3070",55045,0.092,0.084,0.119,0.269,0.436
"3071",55047,0.092,0.122,0.184,0.117,0.486
"3072",55049,0.065,0.077,0.092,0.333,0.433
"3073",55051,0.04,0.052,0.142,0.248,0.518
"3074",55053,0.027,0.1,0.14,0.329,0.404
"3075",55055,0.114,0.093,0.096,0.179,0.518
"3076",55057,0.113,0.124,0.18,0.232,0.352
"3077",55059,0.077,0.083,0.097,0.155,0.589
"3078",55061,0.033,0.035,0.112,0.208,0.612
"3079",55063,0.064,0.072,0.076,0.289,0.498
"3080",55065,0.056,0.098,0.197,0.253,0.396
"3081",55067,0.085,0.102,0.142,0.239,0.432
"3082",55069,0.101,0.105,0.132,0.204,0.459
"3083",55071,0.175,0.089,0.259,0.133,0.345
"3084",55073,0.123,0.136,0.165,0.236,0.34
"3085",55075,0.093,0.104,0.066,0.258,0.479
"3086",55077,0.174,0.191,0.2,0.163,0.271
"3087",55078,0.042,0.103,0.31,0.246,0.3
"3088",55079,0.053,0.067,0.119,0.264,0.497
"3089",55081,0.073,0.03,0.154,0.284,0.46
"3090",55083,0.07,0.082,0.186,0.215,0.447
"3091",55085,0.057,0.05,0.155,0.186,0.552
"3092",55087,0.085,0.124,0.135,0.302,0.353
"3093",55089,0.076,0.113,0.091,0.3,0.42
"3094",55091,0.071,0.056,0.198,0.233,0.443
"3095",55093,0.063,0.094,0.144,0.25,0.449
"3096",55095,0.081,0.113,0.154,0.253,0.399
"3097",55097,0.157,0.159,0.215,0.188,0.28
"3098",55099,0.059,0.081,0.079,0.15,0.631
"3099",55101,0.061,0.067,0.167,0.193,0.512
"3100",55103,0.312,0.074,0.055,0.116,0.443
"3101",55105,0.023,0.139,0.096,0.277,0.464
"3102",55107,0.095,0.135,0.106,0.168,0.496
"3103",55109,0.101,0.102,0.085,0.342,0.37
"3104",55111,0.063,0.163,0.113,0.193,0.468
"3105",55113,0.058,0.126,0.133,0.256,0.427
"3106",55115,0.05,0.121,0.355,0.188,0.286
"3107",55117,0.128,0.114,0.174,0.199,0.385
"3108",55119,0.201,0.165,0.09,0.12,0.424
"3109",55121,0.02,0.126,0.085,0.381,0.387
"3110",55123,0.157,0.052,0.093,0.244,0.454
"3111",55125,0.051,0.047,0.138,0.231,0.533
"3112",55127,0.116,0.146,0.137,0.191,0.41
"3113",55129,0.082,0.168,0.117,0.243,0.39
"3114",55131,0.031,0.142,0.22,0.298,0.309
"3115",55133,0.071,0.165,0.145,0.258,0.361
"3116",55135,0.076,0.069,0.206,0.143,0.506
"3117",55137,0.109,0.147,0.202,0.186,0.356
"3118",55139,0.074,0.194,0.126,0.156,0.45
"3119",55141,0.131,0.177,0.215,0.181,0.296
"3120",56001,0.136,0.1,0.151,0.181,0.432
"3121",56003,0.182,0.187,0.12,0.257,0.253
"3122",56005,0.216,0.164,0.131,0.201,0.289
"3123",56007,0.044,0.137,0.087,0.278,0.454
"3124",56009,0.138,0.113,0.121,0.293,0.335
"3125",56011,0.145,0.115,0.143,0.192,0.404
"3126",56013,0.16,0.062,0.06,0.294,0.424
"3127",56015,0.201,0.169,0.111,0.223,0.296
"3128",56017,0.208,0.093,0.068,0.307,0.324
"3129",56019,0.183,0.208,0.103,0.216,0.29
"3130",56021,0.143,0.127,0.1,0.221,0.409
"3131",56023,0.131,0.183,0.128,0.235,0.324
"3132",56025,0.1,0.084,0.094,0.325,0.398
